id,NewsText,label
1896," Dakarun sun je garin ne domin tattara bayanai, a cewar fadar shugaban ƙasar Faransa",1
1930,Ya zuwa yanzu an kashe sojan Faransa 50 a yankin na Sahel,-1
1947,An soma tattaunawar cikin watan Satumba a birnin Doha amma kuma yaƙi ya ci gaba da ƙazanta,-1
1964,"Ƙididdigar da hukumar ta NCDC ta wallafa a shafinta na intanet ta bayyana cewa cikin sa'a 24 da suka gabata, mutum bakwai ne suka mutu sanadin cutar a ƙasar",-1
1998,Nan gaba za a sanya hannu kan yarjejeniya ta ƙarshe wadda da za ta warware taƙaddamar baki ɗaya,1
2015," Sai dai Bangui, babban birnin ƙasar, na da zaman lafiya idan aka kwatanta da sauran sassan ƙasar",1
2032,"Pakistan ta zama ƙasa ta baya-bayan nan da ta bayar da rahoton ɓullar sabon nau'in cutar korona, wanda aka fara ganowa a Birtaniya",-1
2049,Hukumomin lafiya a yankin Sindh sun ce mutum uku ne suka kamu da sabon nau'in cutar a Karachi,-1
2083,Birnin Dubai na Daular Larabawa na cikin manyan biranen duniya da ya fi saura karɓar baƙi a kowane lokaci na shekara,1
2117," A ranar Lahadi, adadin mutanen da suka kamu da korona a Afirka ta Kudu ya haura miliyan ɗaya tun bayan ɓullarta a watan Maris",-1
2134,Hukumar kula da abinci da magunguna ta Najeriya NAFDAC ta rufe kamfanonin haɗa magani guda shida saboda rashin tsafta a harkokinsu,1
2151,Ta ce hukumar ta yi hakan ne bisa haƙƙinta na hana yaɗa kayayyaki marasa inganci a ƙasa baki ɗaya,1
2202,Katsina Post ta labarta cewa an kama yan bindiga ne dauke da AK 47 a cikin kasuwa,1
2219,Sakamakon haka jama'a suka far masu da duka har suka kashe su kuma suka kone gawarsu,1
2236," Allah sa mu dace, amin",0
2253,"  Amma duk mutumin da ka san ba zai iya fahimta ko karanta sakonka ba, bai kamata ka rubuta masa tes ba; barnan kudi kenan da lokaci",0
2270,"  Amma kana iya soyar masa da abin, domin ya fi saukin ma'amala",1
2287," Sakonnin tes kamar kira ne, suna bukatar jawabi",1
2304,"  Duk  wanda ya rubuto maka tes, idan wani abu yake bukata na bayani, wajibi ne ka rubuta ka aika masa, muddin kana da lokaci da kuma kudi a wayarka",1
2321,  Domin zai yi ta sauraranka ne,1
2338,"  Haka idan sako ne na gaisuwa, yana da kyau ka rubuta masa shi ma cewa ka samu sakonsa, kuma kana godiya",1
2355,"  Idan sako ne irin wanda ake turowa daga wannan zuwa wancan, wato ""Chain Messages"" ko ""Forwarded Messages,"" irin wadannan sakonni suna daukan dayan fuska uku ne; na farko su ne sakonnin addu'o'i ko hadisai ingantattu, wadandan ana iya tura wa kowa",1
2389," Domin babu suna a jikinsu, kowa na iya karantawa",0
2406," Na biyu su ne wadanda suka kunshi fadakarwa kamar na baya, amma ta hanyar hadisan da basu inganta ba, ko labarun da suka kunshi wasu abubuwan da shari'a bata yarda da su ba",0
2423,"  Irin wannan idan aka turo maka, kuma ka san kuskuren da ke cikinsu, to ba za ka tura wa wani ba",-1
2457,"  Watakila shi bai sani bane, shi yasa",0
2474,  Ma'ana fatan alheri yake maka,1
2491,"  Misali, kwanakin baya akwai sako da yayi ta yawo cewa wata mata da ba musulma ba ta yi mafarkin Manzon Allah ya umarce ta da yin wasu abubuwa, wanda bayan ta farka, sai ta musulunta, sannan tace manzon Allah yace dole ne kowa yayi su, duk wanda bai yi su ba, to, zai ga tashin hankali a rayuwarsa",-1
2508,"  Wannan sakon wani mai karatu ya turo mini, sai na fadakar da shi kuskuren da ke ciki",1
2542,"  Amma idan a cikin mafarkin aka ce wai wanda aka gani a matsayin Manzon Allah yace a yi wasu abubuwa wadanda suka saba wa shari'a, to a nan ba za a yi ba",-1
2559,  Kuma hakan ke nuna cewa lallai wanda aka gani a mafarkin nan ba Manzon Allah bane,-1
2576," Domin Manzon Allah ba zai taba umartan wani daga cikin mabiyansa da wani sabon shari'a ba, ko abin da ya saba wa shari'a ba",1
2610,"  Idan ya sifata Manzon Allah daidai da yadda hadisai suka nuna siffarsa, to a nan sai a yarda cewa lallai shi ya gani",1
2644,  Shedan ne kawai yake wasa da shi,0
2661,  Sannan dukkan Malamai sun yarda cewa ba a amfani da mafarki wajen tabbatar da shari'a sai idan abin da mafarkin ya kunsa yayi daidai da shari'a tabbatacciya,1
2678,  Idan ya saba ba za a karba ba,-1
2712,"  Sannan duk wanda ya turo maka sako cewa ka tura wa mutane adadi kaza, idan baka tura ba abu kaza da kaza zai same ka",0
2763,Sai a kiyaye,1
2780," Nau'i na uku kuma shi ne sakon tes mai dauke da shagube da cin mutuncin wani, ko wasu nau'ukan mutane ba tare da hakki ba",0
2814,"  Wadanda kuma labaru ne kirkirarru ba gaskiya bane, ana yada su ne don nishadi",0
2831,  A gaskiya sakonni irin wadannan ba a tura wa wasu   Domin akwai giba da cin naman wani a ciki   Mu kiyaye,-1
2899," Yana da kyau idan ka aika sakon tes ka tabbata sakon ya isa daga jikin wayarka, ma'ana akwai sakon isarwa, wato ""Delivery Report"" mai nuna cewa sakonka ya isa",1
2933,"  Ta yiwu sakon ya isa, ta yiwu kuma bai isa ba",0
2950,Inso samune ka sake aikawa zai fi kwanciyar hankali,1
2967,  A wasu lokuta kuma tana iya yiwuwa wayar da za ta karbi sakon a kashe take,-1
2984,"  Sannan, iya tsawon sakonka, iya yawan kudin da za a cire",0
3001,"  Daga layin MTN zuwa wani MTN din ana cire Naira 5 ne, a sako madaidaici kenan",0
3018,"  Idan ya kai shafi biyu, za a cire naira goma ne",0
3052,"  Amma idan daga MTN zuwa wani layi ne daban, misali zuwa Etisalat, za a cire maka naira 10 ne a shafi daya",0
3086,  Haka abin yake a sauran layuka,0
